CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Thornbury Assets LLP,01000667,,,67 Mill Lane,,Birmingham,,United Kingdom,CF10 3DB,Private Limited Company,Active,United Kingdom,,03/12/1995,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000667
Gatehouse Capital 26 LTD,01000668,,,90 High Street,,Bristol,,United Kingdom,CF10 4GF,Private Limited Company,Active,United Kingdom,,28/07/1993,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000668
Blackwater Properties LLP,01000669,,,223 Kings Avenue,,Sheffield,,United Kingdom,CF10 4NJ,Private Limited Company,Active,United Kingdom,,18/05/2004,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000669
Marlborough Ventures PLC,01000670,,,241 Park View,,Cardiff,,United Kingdom,BS1 9RJ,Private Limited Company,Active,United Kingdom,,05/12/2013,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000670
Ludgate Ventures LTD,01000671,,,244 Kings Avenue,,London,,United Kingdom,BS1 1HL,Private Limited Company,Dissolved,United Kingdom,,10/08/2008,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000671
Thornbury Resources LTD,01000672,,,11 Park View,,Glasgow,,United Kingdom,B3 5JQ,Private Limited Company,Liquidation,United Kingdom,,09/11/2017,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000672
Whitehall Ventures 18 LIMITED,01000673,,,88 Queens Road,,Sheffield,,United Kingdom,N1 5QH,Private Limited Company,Active,United Kingdom,,21/07/2015,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000673
Ironbridge Ventures LIMITED,01000674,,,160 Church Lane,,Bristol,,United Kingdom,B3 8YX,Private Limited Company,Active,United Kingdom,,24/05/2001,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000674
Beaconsfield Assets LIMITED,01000675,,,248 Mill Lane,,Bristol,,United Kingdom,EC1V 3JQ,Private Limited Company,Active,United Kingdom,,28/08/1990,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000675
Crestwood Group LLP,01000676,,,27 Park View,,London,,United Kingdom,B3 3FZ,Private Limited Company,Active,United Kingdom,,17/08/1994,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000676
Beaconsfield Investments 4 LLP,01000677,,,91 Manor Way,,Birmingham,,United Kingdom,WC2H 4ZA,Private Limited Company,Active,United Kingdom,,16/07/1993,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000677
Aldgate Ventures LLP,01000678,,,160 Victoria Road,,Edinburgh,,United Kingdom,EH1 4XG,Private Limited Company,Active,United Kingdom,,04/10/2021,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000678
Northgate Trading LLP,01000679,,,37 Manor Way,,Cardiff,,United Kingdom,W1D 1GB,Private Limited Company,Active,United Kingdom,,02/05/2002,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000679
Ravensworth Partners PLC,01000680,,,118 Station Road,,Sheffield,,United Kingdom,N1 5GX,Private Limited Company,Dissolved,United Kingdom,,24/11/2002,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000680
Ludgate Partners LIMITED,01000681,,,206 Mill Lane,,Glasgow,,United Kingdom,EH1 3AU,Private Limited Company,Active,United Kingdom,,16/10/2009,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000681
Northgate Enterprises LIMITED,01000682,,,155 Mill Lane,,Liverpool,,United Kingdom,S1 7QH,Private Limited Company,Active,United Kingdom,,13/12/1996,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000682
Camberwell Management PLC,SC1000683,,,44 Park View,,Edinburgh,,United Kingdom,LS1 2ZZ,Private Limited Company,Active,United Kingdom,,14/12/2014,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1000683
Blackwater Properties PLC,01000684,,,8 Kings Avenue,,Birmingham,,United Kingdom,W1D 4HR,Private Limited Company,Active,United Kingdom,,05/09/2010,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000684
Fairhaven Partners LTD,01000685,,,57 Kings Avenue,,Sheffield,,United Kingdom,SW1A 4GY,Private Limited Company,Active,United Kingdom,,01/02/1993,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000685
Harbourview Management PLC,01000686,,,62 Bridge Street,,Edinburgh,,United Kingdom,WC2H 8FT,Private Limited Company,Active,United Kingdom,,18/03/2014,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000686
Marlborough Resources LIMITED,SC1000687,,,224 High Street,,Bristol,,United Kingdom,N1 4PW,Private Limited Company,Active,United Kingdom,,16/02/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1000687
Kingsway Assets LIMITED,01000688,,,147 Victoria Road,,Edinburgh,,United Kingdom,W1D 4ST,Private Limited Company,Active,United Kingdom,,24/01/1997,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000688
Ravensworth Trading 30 PLC,01000689,,,187 Manor Way,,London,,United Kingdom,B3 7PG,Private Limited Company,Active,United Kingdom,,01/03/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000689
Northgate Investments 24 PLC,01000690,,,102 Queens Road,,London,,United Kingdom,M1 4JS,Private Limited Company,Active,United Kingdom,,28/05/2021,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000690
Aldgate Assets LTD,01000691,,,37 Church Lane,,Edinburgh,,United Kingdom,G2 8TG,Private Limited Company,Active,United Kingdom,,10/06/1990,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000691
Redwood Management 18 LLP,01000692,,,97 Park View,,Manchester,,United Kingdom,M1 4SL,Private Limited Company,Active,United Kingdom,,28/07/2007,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000692
Harbourview Enterprises PLC,01000693,,,14 Church Lane,,Cardiff,,United Kingdom,BS1 4XH,Private Limited Company,Active,United Kingdom,,06/10/2011,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000693
Gatehouse Properties 12 LLP,01000694,,,183 Bridge Street,,Sheffield,,United Kingdom,G2 2EL,Private Limited Company,Active,United Kingdom,,04/10/2011,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000694
Ironbridge Resources PLC,01000695,,,162 Kings Avenue,,Liverpool,,United Kingdom,G2 9JE,Private Limited Company,Dissolved,United Kingdom,,15/10/1999,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000695
Northgate Assets LIMITED,01000696,,,60 Queens Road,,Cardiff,,United Kingdom,CF10 1SE,Private Limited Company,Active,United Kingdom,,25/06/2000,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000696
Ashcroft Holdings 6 LTD,01000697,,,21 High Street,,Birmingham,,United Kingdom,EH1 1LT,Private Limited Company,Active,United Kingdom,,28/07/2003,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000697
Thornbury Holdings 19 LLP,01000698,,,35 Bridge Street,,Glasgow,,United Kingdom,CF10 4EZ,Private Limited Company,Dissolved,United Kingdom,,23/01/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000698
Thornbury Properties 33 LTD,01000699,,,220 Manor Way,,Glasgow,,United Kingdom,BS1 6UF,Private Limited Company,Liquidation,United Kingdom,,03/01/2008,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000699
Crestwood Capital PLC,01000700,,,162 High Street,,Liverpool,,United Kingdom,N1 4QN,Private Limited Company,Active,United Kingdom,,24/12/2015,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000700
Northgate Resources LLP,SC1000701,,,115 High Street,,London,,United Kingdom,LS1 2ZY,Private Limited Company,Active,United Kingdom,,14/09/1992,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000701
Meridian Ventures LTD,01000702,,,225 Station Road,,Edinburgh,,United Kingdom,L1 7NR,Private Limited Company,Liquidation,United Kingdom,,28/08/2012,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000702
Sterling Ventures LIMITED,01000703,,,80 High Street,,London,,United Kingdom,WC2H 3EU,Private Limited Company,Active,United Kingdom,,06/08/1997,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000703
Marlborough Investments LTD,01000704,,,198 Church Lane,,Cardiff,,United Kingdom,WC2H 9FX,Private Limited Company,Active,United Kingdom,,20/08/1994,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000704
Ashcroft Assets LIMITED,01000705,,,86 Victoria Road,,Liverpool,,United Kingdom,B3 8ZZ,Private Limited Company,Active,United Kingdom,,04/04/2013,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000705
Marlborough Ventures LIMITED,01000706,,,129 Mill Lane,,Birmingham,,United Kingdom,G2 1PW,Private Limited Company,Active,United Kingdom,,15/09/2016,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000706
Harbourview Assets LLP,01000707,,,165 Bridge Street,,Glasgow,,United Kingdom,LS1 8EY,Private Limited Company,Active,United Kingdom,,04/05/2011,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000707
Gatehouse Assets PLC,01000708,,,173 Church Lane,,Birmingham,,United Kingdom,CF10 1HE,Private Limited Company,Active,United Kingdom,,14/11/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000708
Meridian Enterprises LIMITED,01000709,,,7 Queens Road,,Glasgow,,United Kingdom,L1 7LF,Private Limited Company,Active,United Kingdom,,20/03/2007,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000709
Ashcroft Group LIMITED,01000710,,,85 Queens Road,,Glasgow,,United Kingdom,LS1 7XL,Private Limited Company,Dissolved,United Kingdom,,05/06/2012,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000710
Meridian Investments LTD,01000711,,,85 Station Road,,Birmingham,,United Kingdom,B3 1ET,Private Limited Company,Active,United Kingdom,,05/10/2023,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000711
Sterling Partners 9 LIMITED,01000712,,,110 Victoria Road,,Leeds,,United Kingdom,EH1 9AX,Private Limited Company,Active,United Kingdom,,27/03/2018,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000712
Fairhaven Investments 6 LIMITED,01000713,,,51 Mill Lane,,Edinburgh,,United Kingdom,SE1 9FT,Private Limited Company,Active,United Kingdom,,23/03/2011,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000713
Pinnacle Resources LIMITED,01000714,,,247 Church Lane,,Leeds,,United Kingdom,L1 7HZ,Private Limited Company,Active,United Kingdom,,28/05/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000714
Thornbury Ventures LLP,01000715,,,80 Park View,,Bristol,,United Kingdom,EH1 8JB,Private Limited Company,Dissolved,United Kingdom,,28/07/2014,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000715
Sterling Holdings PLC,01000716,,,18 High Street,,Leeds,,United Kingdom,EH1 6ZB,Private Limited Company,Active,United Kingdom,,02/06/2016,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000716
Ludgate Assets LIMITED,SC1000717,,,126 Mill Lane,,Manchester,,United Kingdom,G2 2ER,Private Limited Company,Dissolved,United Kingdom,,17/10/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000717
Sterling Investments 16 LIMITED,01000718,,,145 High Street,,London,,United Kingdom,EH1 9GE,Private Limited Company,Active,United Kingdom,,02/09/2015,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000718
Beaconsfield Resources LIMITED,01000719,,,9 Manor Way,,Bristol,,United Kingdom,W1D 4XZ,Private Limited Company,Active,United Kingdom,,18/09/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000719
Thornbury Management LIMITED,01000720,,,188 Victoria Road,,Bristol,,United Kingdom,WC2H 4YL,Private Limited Company,Active,United Kingdom,,19/01/2003,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000720
Ravensworth Partners LIMITED,01000721,,,198 Victoria Road,,Glasgow,,United Kingdom,LS1 6YL,Private Limited Company,Active,United Kingdom,,28/07/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000721
Ludgate Holdings LIMITED,01000722,,,166 Victoria Road,,Manchester,,United Kingdom,N1 1UH,Private Limited Company,Active,United Kingdom,,05/12/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000722
Sterling Holdings 21 LIMITED,01000723,,,229 Mill Lane,,Cardiff,,United Kingdom,LS1 5WH,Private Limited Company,Active,United Kingdom,,09/06/2012,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000723
Aldgate Properties LLP,01000724,,,237 Station Road,,Birmingham,,United Kingdom,EC1V 4UP,Private Limited Company,Active,United Kingdom,,27/09/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000724
Longacre Partners 31 PLC,01000725,,,14 Bridge Street,,Sheffield,,United Kingdom,CF10 8HW,Private Limited Company,Active,United Kingdom,,25/02/2023,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000725
Kingsway Resources PLC,01000726,,,167 Victoria Road,,London,,United Kingdom,L1 1LE,Private Limited Company,Active,United Kingdom,,12/07/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000726
Sterling Resources LIMITED,01000727,,,223 Station Road,,Glasgow,,United Kingdom,LS1 6PR,Private Limited Company,Active,United Kingdom,,02/02/2017,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000727
Ludgate Management LTD,01000728,,,246 Manor Way,,Edinburgh,,United Kingdom,BS1 6QG,Private Limited Company,Active,United Kingdom,,03/07/2024,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000728
Ashcroft Resources PLC,01000729,,,112 Manor Way,,London,,United Kingdom,G2 6GF,Private Limited Company,Active,United Kingdom,,23/01/2008,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000729
